Industry,Company,Opportunity,Candidate,Gender,Age,Race,Institution,Aggregate,Qualification,Progress,Successful,NumCandidates,Discipline_Accounting and Auditing,Discipline_Actuarial Science,Discipline_Business and Management Studies,Discipline_Computer Science,Discipline_Economics,Discipline_Electrical and Electronic Engineering,Discipline_Finance,Discipline_Information Systems,Discipline_Information Technology,Discipline_Investments,Discipline_Law,Discipline_Marketing,Discipline_Mathematics,Discipline_Other,Discipline_Risk Management,Discipline_Statistics
Chemical & Pharmaceutical,Client V,91,18708,Female,28,Black,Cape Peninsula University of Technology,67,Bachelor of Technology,2,No,388,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client A,7,29631,Female,23,White,University of Pretoria,67,Bachelor of Laws,1,No,3323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,61,5375,Female,23,Black,University of Pretoria,68,Bachelor of Laws,1,No,1568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,21,4349,Male,23,Black,University of the Free State,79,Bachelor of Laws,1,No,1938,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,56,9359,Female,26,Indian,University of the Witwatersrand,76,Bachelor of Laws,3,No,541,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,513,Male,24,Black,University of the Witwatersrand,76,Bachelor of Laws,3,Yes,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,39,8199,Female,26,Black,University of Johannesburg,55,Master of Laws,1,No,3117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,88,29632,Male,22,Black,Babcock University,60,Master of Science,2,No,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client F,9,2864,Female,26,Indian,Stellenbosch University,65,Bachelor of Laws,1,No,1923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,109,29634,Female,23,White,Stellenbosch University,58,Bachelor of Commerce (Honours),1,No,305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT & Telecommunications,Client U,90,12643,Female,20,Black,University of Johannesburg,71,Bachelor of Science,1,No,309,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Legal,Client F,45,4325,Female,24,Black,University of Pretoria,60,Bachelor of Laws,2,No,960,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client R,57,12873,Female,22,Indian,University of South Africa,85,Bachelor of Laws,1,No,472,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client J,13,3052,Male,23,Black,University of Johannesburg,66,Bachelor of Laws,1,No,1679,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,37,5614,Female,27,White,University of Cape Town,75,Master of Laws,6,Yes,3022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,12,29636,Male,25,Black,"Bayero University, Kano",81,Bachelor of Science,1,No,2191,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client J,24,7575,Female,30,Black,University of South Africa,65,Bachelor of Laws,2,No,1180,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client R,64,18887,Male,23,Coloured,University of Johannesburg,62,Master of Laws,1,No,342,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,118,29637,Female,28,Black,University of South Africa,61,Bachelor of Commerce,1,No,297,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Legal,Client E,46,1275,Female,20,White,University of Pretoria,63,Bachelor of Laws,1,No,1659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,31,18578,Female,21,Coloured,University of the Western Cape,68,Bachelor of Laws,2,No,3361,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,12,29638,Male,22,Black,University of Ilorin,84,Bachelor of Science,5,No,2191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Legal,Client J,24,10408,Female,23,Black,University of the Witwatersrand,65,Bachelor of Laws,2,No,1180,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,82,29639,Male,29,Black,"Ambrose Alli University, Ekpoma",57,Bachelor of Engineering,2,No,714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client P,31,10877,Female,24,Black,University of South Africa,70,Postgraduate Diploma,2,No,3361,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Financial services,Client H,11,15549,Female,22,Black,University of Cape Town,71,Bachelor of Science,2,No,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Legal,Client E,35,6519,Male,27,Black,University of Cape Town,68,Bachelor of Laws,1,No,3441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Financial services,Client H,11,29640,Female,27,Black,Rhodes University,56,Bachelor of Commerce (Honours),1,No,1157,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Legal,Client J,13,18562,Female,22,Black,University of Pretoria,73,Bachelor of Laws,1,No,1679,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,40,8693,Female,28,Black,University of South Africa,70,Bachelor of Laws,1,No,1230,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,43,1720,Female,22,Indian,University of KwaZulu-Natal,60,Master of Laws,1,No,1261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,46,5399,Male,24,Black,University of KwaZulu-Natal,66,Bachelor of Laws,1,No,1659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,40,7350,Male,30,Black,University of South Africa,58,Postgraduate Diploma,1,No,1230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT & Telecommunications,Client I,12,29641,Male,26,Black,"Ajayi Crowther University, Ibadan",64,Bachelor of Science,4,No,2191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client P,76,29642,Female,27,Black,University of Fort Hare,62,Bachelor of Arts,3,No,3221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Banking (Commercial & Retail),Client P,29,29643,Male,23,Black,University of Venda,68,Bachelor of Science,2,No,3394,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Financial services,Client H,11,29644,Female,26,Black,University of South Africa,65,Postgraduate Diploma,1,No,1157,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Legal,Client L,65,8144,Male,24,Black,University of Pretoria,71,Bachelor of Laws,2,No,2874,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Asset Management,Client N,116,16839,Male,24,Black,University of the Western Cape,65,Bachelor of Science,1,No,358,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client A,21,5722,Male,43,Black,University of South Africa,70,Bachelor of Laws,1,No,1938,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,67,8744,Male,20,Black,University of the Witwatersrand,82,Bachelor of Science,3,No,1002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client F,30,29645,Male,27,Black,University of Limpopo,65,Bachelor of Laws,1,No,2735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,35,11627,Female,23,White,Stellenbosch University,65,Bachelor of Laws,1,No,3441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,69,6807,Female,27,Black,University of South Africa,66,Bachelor of Laws,1,No,3176,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,74,29646,Female,24,Black,Regent Business School,71,Bachelor of Commerce (Honours),1,No,533,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Financial services,Client H,23,13537,Male,24,Coloured,University of Fort Hare,78,Bachelor of Commerce (Honours),1,No,1110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Automotive,Client G,10,2269,Female,23,Black,North-West University,69,Bachelor of Commerce,2,No,647,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Legal,Client F,45,7307,Female,24,White,Stellenbosch University,67,Bachelor of Accountancy and Law,2,No,960,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client Q,41,22400,Female,23,Black,University of KwaZulu-Natal,72,Bachelor of Social Science (Honours),2,No,317,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client L,16,3357,Female,26,Coloured,University of South Africa,60,Bachelor of Laws,1,No,2261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,54,3880,Female,24,Black,University of Pretoria,60,Master of Laws,1,No,1276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,45,11860,Male,22,Black,University of KwaZulu-Natal,66,Bachelor of Laws,2,No,960,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Insurance,Client S,130,6143,Female,26,Black,Stellenbosch University,65,Master of Engineering,2,No,587,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client F,9,9083,Male,33,Black,University of Fort Hare,90,Bachelor of Laws,1,No,1923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,5,29647,Male,26,Black,Botho University,73,Chartered Management Accountant,1,No,473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client P,29,29648,Male,24,White,The IIE's Varsity College,71,Postgraduate Diploma,2,No,3394,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client E,20,1576,Male,23,Black,University of KwaZulu-Natal,67,Bachelor of Laws,1,No,1615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,88,29649,Female,24,Black,University of Ibadan,73,Bachelor of Science,2,No,1145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Legal,Client A,39,5690,Female,24,Black,University of KwaZulu-Natal,68,Bachelor of Laws,1,No,3117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,68,29650,Male,22,Black,The IIE's Varsity College,79,Bachelor of Computer and Information Sciences,3,No,678,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client C,120,7466,Male,25,Black,University of the Witwatersrand,65,Bachelor of Science (Honours),1,No,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Banking (Commercial & Retail),Client C,40,23093,Male,23,Black,University of the Free State,76,Bachelor of Commerce,1,No,1230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client E,8,3613,Male,23,Black,University of South Africa,70,Bachelor of Laws,1,No,3319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,8,9856,Female,23,Black,University of Cape Town,64,Bachelor of Laws,1,No,3319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Retail,Client O,95,20482,Female,25,Black,University of Johannesburg,65,Bachelor of Science,1,No,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Legal,Client B,85,4182,Male,24,Coloured,University of the Western Cape,72,Master of Laws,1,No,842,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Financial services,Client H,23,8159,Male,24,Black,Gordon Institute of Business Science,80,Postgraduate Diploma,1,No,1110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client F,9,22295,Female,25,Black,University of South Africa,78,Bachelor of Laws,1,No,1923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client J,104,3508,Female,23,Black,University of South Africa,65,Bachelor of Laws,2,No,1157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,17,8974,Male,25,Black,University of KwaZulu-Natal,70,Bachelor of Science (Honours),1,No,1075,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Legal,Client E,8,2477,Female,25,Black,University of South Africa,70,Bachelor of Laws,1,No,3319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,31,29653,Female,22,Indian,The IIE's Varsity College,75,Bachelor of Commerce,2,No,3361,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,8,13645,Female,23,Black,University of the Witwatersrand,61,Bachelor of Laws,1,No,3319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,31,11999,Male,25,Black,University of Limpopo,72,Master of Science,2,No,3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Banking (Commercial & Retail),Client C,32,2565,Female,24,Black,University of KwaZulu-Natal,70,Postgraduate Diploma,1,No,567,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Legal,Client A,39,12213,Female,25,Black,University of Limpopo,70,Bachelor of Laws,1,No,3117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,55,15877,Male,25,Black,University of Johannesburg,71,Bachelor of Commerce (Honours),1,No,668,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Legal,Client E,59,3465,Male,21,Black,North-West University,70,Bachelor of Laws,1,No,1735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,21,12756,Female,22,Black,University of the Witwatersrand,76,Bachelor of Laws,5,No,1938,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,8,29654,Female,24,White,North-West University,77,Bachelor of Arts,1,No,3319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,88,29655,Male,27,Black,"Federal University of Technology, Minna",63,Bachelor of Technology,2,No,1145,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Insurance,Client S,78,25210,Male,22,Black,University of the Free State,76,Bachelor of Commerce,1,No,198,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client C,73,15658,Female,22,Indian,The IIE's Varsity College,85,Bachelor of Computer and Information Sciences,1,No,662,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client C,40,16539,Male,32,Black,University of Cape Town,57,Bachelor of Laws,1,No,1230,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,66,29656,Male,24,Black,Kwame Nkrumah University of Science and Technology,69,Bachelor of Science,1,No,1048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Legal,Client A,69,1982,Female,22,Indian,University of Pretoria,73,Bachelor of Laws,1,No,3176,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,9,10238,Female,24,Indian,Stellenbosch University,55,Bachelor of Laws,1,No,1923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,72,23890,Male,23,Black,University of Pretoria,62,Bachelor of Arts,1,No,1157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,47,9751,Female,22,Black,University of South Africa,72,Bachelor of Arts,1,No,1979,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,16,29658,Female,26,Indian,University of South Africa,80,Bachelor of Laws,1,No,2261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,47,4560,Female,28,Indian,University of South Africa,75,Bachelor of Laws,1,No,1979,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Financial services,Client H,23,29659,Male,21,Black,University of Cape Town,69,Bachelor of Commerce (Honours),1,No,1110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client C,137,8751,Male,25,Black,University of the Witwatersrand,85,Master of Science,1,No,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Legal,Client J,22,3159,Female,22,Black,University of Limpopo,72,Bachelor of Laws,1,No,1779,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,65,17666,Female,28,Coloured,University of the Witwatersrand,66,Bachelor of Laws,1,No,2874,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,39,7883,Male,25,Black,University of South Africa,62,Bachelor of Laws,1,No,3117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client R,57,13199,Male,32,Black,University of South Africa,73,Bachelor of Laws,1,No,472,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,31,29662,Male,23,Black,University of Cape Town,84,Bachelor of Science (Honours),2,No,3361,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Banking (Commercial & Retail),Client C,105,22469,Male,22,Black,University of South Africa,60,Postgraduate Diploma,1,No,272,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client C,5,29663,Male,32,Black,Institute of Development Management,71,Other,1,No,473,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Legal,Client B,85,5701,Female,24,Black,University of Pretoria,66,Bachelor of Laws,1,No,842,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,61,10260,Male,26,Black,University of South Africa,71,Bachelor of Laws,1,No,1568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,8,29664,Female,27,Black,University of South Africa,70,Bachelor of Laws,1,No,3319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,119,29665,Male,42,Black,University of the Free State,70,Master of Commerce,1,No,116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client E,20,4981,Male,23,Black,University of South Africa,70,Bachelor of Laws,1,No,1615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,20,591,Female,20,Coloured,University of Pretoria,68,Bachelor of Laws,3,No,1615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,53,20874,Male,23,Black,University of South Africa,70,Bachelor of Laws,1,No,1850,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,29,29666,Male,26,Black,Tshwane University of Technology,60,Advanced Diploma,2,No,3394,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Legal,Client A,7,25001,Female,26,White,University of Pretoria,72,Master of Philosophy,2,No,3323,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client L,47,13034,Female,22,Black,University of Pretoria,68,Bachelor of Laws,1,No,1979,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,39,15306,Male,25,Black,University of KwaZulu-Natal,65,Bachelor of Laws,1,No,3117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,53,1315,Female,25,Coloured,University of the Witwatersrand,67,Bachelor of Laws,1,No,1850,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,7,29667,Male,27,White,University of Pretoria,83,Bachelor of Laws,3,No,3323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,37,1312,Female,24,White,University of Cape Town,66,Bachelor of Commerce (Honours),2,No,3022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client Q,100,29668,Male,26,Black,University of KwaZulu-Natal,70,Bachelor of Science (Honours),1,No,413,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client F,30,9523,Female,24,White,University of Pretoria,80,Bachelor of Laws,2,No,2735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,20,14003,Female,20,White,University of Cape Town,77,Bachelor of Social Science,1,No,1615,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,29669,Female,30,Black,Rhodes University,67,Bachelor of Laws,6,Yes,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client T,83,5214,Female,26,Black,University of the Witwatersrand,68,Bachelor of Laws,1,No,841,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client J,13,5856,Female,21,Black,University of the Western Cape,68,Bachelor of Laws,4,No,1679,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,39,9528,Male,37,Coloured,North-West University,76,Postgraduate Diploma,1,No,3117,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client J,13,7784,Female,22,Indian,University of Pretoria,78,Bachelor of Laws,1,No,1679,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,7,29670,Female,26,Indian,University of KwaZulu-Natal,66,Bachelor of Laws,1,No,3323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,20,2019,Female,20,Coloured,University of the Western Cape,82,Bachelor of Commerce,3,No,1615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,53,6428,Female,25,Indian,University of Pretoria,93,Master of Laws,1,No,1850,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,89,29671,Female,24,Black,The IIE's Varsity College,70,Bachelor of Laws,1,No,1861,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,16,15153,Female,22,Coloured,University of Johannesburg,55,Bachelor of Laws,1,No,2261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,4733,Male,25,Black,University of Johannesburg,65,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,30,6667,Male,25,Indian,University of Pretoria,76,Bachelor of Laws,1,No,2735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client J,104,10392,Female,26,Black,University of South Africa,70,Bachelor of Laws,2,No,1157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,20,15009,Female,23,Coloured,University of the Witwatersrand,73,Bachelor of Arts,2,No,1615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,20,29672,Female,27,Indian,University of South Africa,74,Bachelor of Laws,1,No,1615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Asset Management,Client N,25,13953,Male,21,Indian,University of KwaZulu-Natal,78,Bachelor of Science (Honours),1,No,247,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Legal,Client A,7,19475,Female,29,Black,University of Johannesburg,65,Bachelor of Laws,2,No,3323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,85,935,Female,22,Black,University of Pretoria,68,Bachelor of Laws,1,No,842,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,29,20350,Male,23,Black,University of the Witwatersrand,61,Bachelor of Commerce,2,No,3394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client C,92,25505,Female,21,Black,University of the Witwatersrand,66,Bachelor of Commerce (Honours),1,No,102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client P,29,20254,Female,25,Black,University of Pretoria,68,Bachelor of Commerce,1,No,3394,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Legal,Client A,1,29673,Female,22,Black,University of Johannesburg,69,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,7,29674,Female,24,White,Stellenbosch University,67,Bachelor of Laws,1,No,3323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,48,3612,Female,24,Black,University of Fort Hare,69,Bachelor of Laws (Honours),1,No,958,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,37,9763,Male,24,Black,University of the Western Cape,74,Bachelor of Laws,2,No,3022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,5,29675,Female,22,Black,Botswana Accountancy College,70,Bachelor of Arts (Honours),1,No,473,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client C,105,7825,Female,24,Black,University of the Free State,61,Postgraduate Diploma,1,No,272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client E,61,14523,Female,26,Black,University of KwaZulu-Natal,65,Bachelor of Laws,1,No,1568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,69,17976,Female,25,White,University of Cape Town,64,Bachelor of Laws,1,No,3176,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,4,1369,Female,23,Black,University of Johannesburg,65,Bachelor of Commerce (Honours),3,No,503,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Legal,Client F,30,13469,Male,30,Black,University of South Africa,70,Bachelor of Laws,1,No,2735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,46,3185,Female,20,Coloured,University of the Western Cape,71,Bachelor of Laws,1,No,1659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,85,7689,Female,22,Indian,University of KwaZulu-Natal,81,Bachelor of Laws,2,No,842,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,43,12387,Female,21,Black,University of KwaZulu-Natal,71,Bachelor of Laws,1,No,1261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,46,3464,Male,25,Black,University of the Free State,73,Bachelor of Laws,1,No,1659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Asset Management,Client N,25,18345,Female,22,Indian,The IIE's Varsity College,85,Bachelor of Computer and Information Sciences,1,No,247,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
IT & Telecommunications,Client I,114,4005,Male,23,Black,Richfield Graduate Institute of Technology,85,Bachelor of Commerce,1,No,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client A,7,29678,Female,24,White,Rhodes University,68,Bachelor of Laws,1,No,3323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client J,51,7631,Male,23,Indian,University of the Witwatersrand,70,Bachelor of Arts,2,No,1120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,8,4525,Female,22,Black,Nelson Mandela University,76,Bachelor of Laws,1,No,3319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,36,17089,Male,29,Black,University of Venda,72,Bachelor of Science (Honours),3,No,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Banking (Commercial & Retail),Client C,34,6558,Male,29,Black,University of Johannesburg,65,Master of Commerce,1,No,390,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Legal,Client F,9,821,Female,25,Black,Other,60,National Senior Certificate,1,No,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client J,13,2639,Male,25,Black,University of the Witwatersrand,66,Bachelor of Laws,1,No,1679,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,73,3670,Female,24,Indian,University of KwaZulu-Natal,73,Bachelor of Science (Honours),1,No,662,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client L,65,11194,Female,26,Black,University of the Free State,67,Bachelor of Laws,1,No,2874,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
